Date,Consumer Items,Values
1/9/2019,Sea Bass (Per Kilogram),12.03
1/10/2019,Sea Bass (Per Kilogram),11.93
1/11/2019,Sea Bass (Per Kilogram),11.45
1/12/2019,Sea Bass (Per Kilogram),11.37
1/1/2020,Sea Bass (Per Kilogram),12.7
1/2/2020,Sea Bass (Per Kilogram),12.11
1/3/2020,Sea Bass (Per Kilogram),11.61
1/4/2020,Sea Bass (Per Kilogram),12.06
1/5/2020,Sea Bass (Per Kilogram),11.22
1/6/2020,Sea Bass (Per Kilogram),11.38
1/7/2020,Sea Bass (Per Kilogram),11.75
1/8/2020,Sea Bass (Per Kilogram),11.42
1/9/2020,Sea Bass (Per Kilogram),11.42
1/10/2020,Sea Bass (Per Kilogram),11.77
1/11/2020,Sea Bass (Per Kilogram),11.38
1/12/2020,Sea Bass (Per Kilogram),11.6
1/1/2021,Sea Bass (Per Kilogram),11.59
1/2/2021,Sea Bass (Per Kilogram),11.88
1/3/2021,Sea Bass (Per Kilogram),11.32
1/4/2021,Sea Bass (Per Kilogram),11.53
1/5/2021,Sea Bass (Per Kilogram),11.86
1/6/2021,Sea Bass (Per Kilogram),11.12
1/7/2021,Sea Bass (Per Kilogram),11.6
1/8/2021,Sea Bass (Per Kilogram),12.34
1/9/2021,Sea Bass (Per Kilogram),11.79
1/10/2021,Sea Bass (Per Kilogram),12.03
1/11/2021,Sea Bass (Per Kilogram),11.54
1/12/2021,Sea Bass (Per Kilogram),11.53
1/1/2022,Sea Bass (Per Kilogram),11.9
1/2/2022,Sea Bass (Per Kilogram),11.72
1/3/2022,Sea Bass (Per Kilogram),11.26
1/4/2022,Sea Bass (Per Kilogram),11.4
1/5/2022,Sea Bass (Per Kilogram),12.02
1/6/2022,Sea Bass (Per Kilogram),12.72
1/7/2022,Sea Bass (Per Kilogram),13.14
1/8/2022,Sea Bass (Per Kilogram),13.74
1/9/2022,Sea Bass (Per Kilogram),13.39
1/10/2022,Sea Bass (Per Kilogram),11.98
1/11/2022,Sea Bass (Per Kilogram),11.47
1/12/2022,Sea Bass (Per Kilogram),11.86
1/1/2014,Salmon (Per Kilogram),27.61
1/2/2014,Salmon (Per Kilogram),27.09
1/3/2014,Salmon (Per Kilogram),27.45
1/4/2014,Salmon (Per Kilogram),27.45
1/5/2014,Salmon (Per Kilogram),27.35
1/6/2014,Salmon (Per Kilogram),27.48
1/7/2014,Salmon (Per Kilogram),27.5
1/8/2014,Salmon (Per Kilogram),27.58
1/9/2014,Salmon (Per Kilogram),27.27
1/10/2014,Salmon (Per Kilogram),27.26
1/11/2014,Salmon (Per Kilogram),27.33
1/12/2014,Salmon (Per Kilogram),27.64
1/1/2015,Salmon (Per Kilogram),27.58
1/2/2015,Salmon (Per Kilogram),28.56
1/3/2015,Salmon (Per Kilogram),28.02
1/4/2015,Salmon (Per Kilogram),27.74
1/5/2015,Salmon (Per Kilogram),27.55
1/6/2015,Salmon (Per Kilogram),27.1
1/7/2015,Salmon (Per Kilogram),26.87
1/8/2015,Salmon (Per Kilogram),26.74
1/9/2015,Salmon (Per Kilogram),26.84
1/10/2015,Salmon (Per Kilogram),26.61
1/11/2015,Salmon (Per Kilogram),26.74
1/12/2015,Salmon (Per Kilogram),26.78
1/1/2016,Salmon (Per Kilogram),27.67
1/2/2016,Salmon (Per Kilogram),27.68
1/3/2016,Salmon (Per Kilogram),27.63
1/4/2016,Salmon (Per Kilogram),27.64
1/5/2016,Salmon (Per Kilogram),28.26
1/6/2016,Salmon (Per Kilogram),29.14
1/7/2016,Salmon (Per Kilogram),29.64
1/8/2016,Salmon (Per Kilogram),29.63
1/9/2016,Salmon (Per Kilogram),29.68
1/10/2016,Salmon (Per Kilogram),29.4
1/11/2016,Salmon (Per Kilogram),29.77
1/12/2016,Salmon (Per Kilogram),30.24
1/1/2017,Salmon (Per Kilogram),31.95
1/2/2017,Salmon (Per Kilogram),31.9
1/3/2017,Salmon (Per Kilogram),31.33
1/4/2017,Salmon (Per Kilogram),31.46
1/5/2017,Salmon (Per Kilogram),31.14
1/6/2017,Salmon (Per Kilogram),31.26
1/7/2017,Salmon (Per Kilogram),32.24
1/8/2017,Salmon (Per Kilogram),31.38
1/9/2017,Salmon (Per Kilogram),31.08
1/10/2017,Salmon (Per Kilogram),30.46
1/11/2017,Salmon (Per Kilogram),30.76
1/12/2017,Salmon (Per Kilogram),30.41
1/1/2018,Salmon (Per Kilogram),30.72
1/2/2018,Salmon (Per Kilogram),31.08
1/3/2018,Salmon (Per Kilogram),31
1/4/2018,Salmon (Per Kilogram),31.62
1/5/2018,Salmon (Per Kilogram),31.4
1/6/2018,Salmon (Per Kilogram),31.69
1/7/2018,Salmon (Per Kilogram),31.38
1/8/2018,Salmon (Per Kilogram),30.75
1/9/2018,Salmon (Per Kilogram),30.62
1/10/2018,Salmon (Per Kilogram),30.58
1/11/2018,Salmon (Per Kilogram),30.45
1/12/2018,Salmon (Per Kilogram),30.26
1/1/2019,Salmon (Per Kilogram),30.34
1/2/2019,Salmon (Per Kilogram),30.1
1/3/2019,Salmon (Per Kilogram),30.38
1/4/2019,Salmon (Per Kilogram),30.38
1/5/2019,Salmon (Per Kilogram),30.23
1/6/2019,Salmon (Per Kilogram),29.71
1/7/2019,Salmon (Per Kilogram),29.85
1/8/2019,Salmon (Per Kilogram),29.97
1/9/2019,Salmon (Per Kilogram),30.21
1/10/2019,Salmon (Per Kilogram),30.03
1/11/2019,Salmon (Per Kilogram),29.91
1/12/2019,Salmon (Per Kilogram),29.96
1/1/2020,Salmon (Per Kilogram),29.98
1/2/2020,Salmon (Per Kilogram),29.76
1/3/2020,Salmon (Per Kilogram),29.75
1/4/2020,Salmon (Per Kilogram),29.69
1/5/2020,Salmon (Per Kilogram),29.85
1/6/2020,Salmon (Per Kilogram),30.22
1/7/2020,Salmon (Per Kilogram),29.79
1/8/2020,Salmon (Per Kilogram),29.15
1/9/2020,Salmon (Per Kilogram),30.06
1/10/2020,Salmon (Per Kilogram),30.16
1/11/2020,Salmon (Per Kilogram),30.06
1/12/2020,Salmon (Per Kilogram),29.47
1/1/2021,Salmon (Per Kilogram),29.72
1/2/2021,Salmon (Per Kilogram),29.9
1/3/2021,Salmon (Per Kilogram),29.93
1/4/2021,Salmon (Per Kilogram),29.71
1/5/2021,Salmon (Per Kilogram),29.59
1/6/2021,Salmon (Per Kilogram),29.51
1/7/2021,Salmon (Per Kilogram),29.44
1/8/2021,Salmon (Per Kilogram),28.48
1/9/2021,Salmon (Per Kilogram),28.54
1/10/2021,Salmon (Per Kilogram),28.73
1/11/2021,Salmon (Per Kilogram),30.28
1/12/2021,Salmon (Per Kilogram),29.9
1/1/2022,Salmon (Per Kilogram),31.42
1/2/2022,Salmon (Per Kilogram),31.42
1/3/2022,Salmon (Per Kilogram),33.08
1/4/2022,Salmon (Per Kilogram),35.29
1/5/2022,Salmon (Per Kilogram),37.72
1/6/2022,Salmon (Per Kilogram),37.3
1/7/2022,Salmon (Per Kilogram),37.16
1/8/2022,Salmon (Per Kilogram),35.46
1/9/2022,Salmon (Per Kilogram),33.72
1/10/2022,Salmon (Per Kilogram),33.04
1/11/2022,Salmon (Per Kilogram),33.22
1/12/2022,Salmon (Per Kilogram),34.05
1/1/2014,Roti Prata (Plain) (Per Piece),0.95
1/2/2014,Roti Prata (Plain) (Per Piece),0.96
1/3/2014,Roti Prata (Plain) (Per Piece),0.96
1/4/2014,Roti Prata (Plain) (Per Piece),0.96
1/5/2014,Roti Prata (Plain) (Per Piece),0.96
1/6/2014,Roti Prata (Plain) (Per Piece),0.96
1/7/2014,Roti Prata (Plain) (Per Piece),0.96
1/8/2014,Roti Prata (Plain) (Per Piece),0.96
1/9/2014,Roti Prata (Plain) (Per Piece),0.97
1/10/2014,Roti Prata (Plain) (Per Piece),0.97
1/11/2014,Roti Prata (Plain) (Per Piece),0.97
1/12/2014,Roti Prata (Plain) (Per Piece),0.98
1/1/2015,Roti Prata (Plain) (Per Piece),0.99
1/2/2015,Roti Prata (Plain) (Per Piece),0.99
1/3/2015,Roti Prata (Plain) (Per Piece),0.99
1/4/2015,Roti Prata (Plain) (Per Piece),0.99
1/5/2015,Roti Prata (Plain) (Per Piece),1
1/6/2015,Roti Prata (Plain) (Per Piece),1
1/7/2015,Roti Prata (Plain) (Per Piece),1
1/8/2015,Roti Prata (Plain) (Per Piece),1
1/9/2015,Roti Prata (Plain) (Per Piece),1
1/10/2015,Roti Prata (Plain) (Per Piece),1.01
1/11/2015,Roti Prata (Plain) (Per Piece),1.01
1/12/2015,Roti Prata (Plain) (Per Piece),1.01
1/1/2016,Roti Prata (Plain) (Per Piece),1.01
1/2/2016,Roti Prata (Plain) (Per Piece),1.01
1/3/2016,Roti Prata (Plain) (Per Piece),1.02
1/4/2016,Roti Prata (Plain) (Per Piece),1.02
1/5/2016,Roti Prata (Plain) (Per Piece),1.02
1/6/2016,Roti Prata (Plain) (Per Piece),1.02
1/7/2016,Roti Prata (Plain) (Per Piece),1.02
1/8/2016,Roti Prata (Plain) (Per Piece),1.03
1/9/2016,Roti Prata (Plain) (Per Piece),1.03
1/10/2016,Roti Prata (Plain) (Per Piece),1.03
1/11/2016,Roti Prata (Plain) (Per Piece),1.02
1/12/2016,Roti Prata (Plain) (Per Piece),1.03
1/1/2017,Roti Prata (Plain) (Per Piece),1.04
1/2/2017,Roti Prata (Plain) (Per Piece),1.04
1/3/2017,Roti Prata (Plain) (Per Piece),1.04
1/4/2017,Roti Prata (Plain) (Per Piece),1.05
1/5/2017,Roti Prata (Plain) (Per Piece),1.05
1/6/2017,Roti Prata (Plain) (Per Piece),1.05
1/7/2017,Roti Prata (Plain) (Per Piece),1.05
1/8/2017,Roti Prata (Plain) (Per Piece),1.05
1/9/2017,Roti Prata (Plain) (Per Piece),1.05
1/10/2017,Roti Prata (Plain) (Per Piece),1.05
1/11/2017,Roti Prata (Plain) (Per Piece),1.05
1/12/2017,Roti Prata (Plain) (Per Piece),1.06
1/1/2018,Roti Prata (Plain) (Per Piece),1.06
1/2/2018,Roti Prata (Plain) (Per Piece),1.06
1/3/2018,Roti Prata (Plain) (Per Piece),1.06
1/4/2018,Roti Prata (Plain) (Per Piece),1.07
1/5/2018,Roti Prata (Plain) (Per Piece),1.07
1/6/2018,Roti Prata (Plain) (Per Piece),1.07
1/7/2018,Roti Prata (Plain) (Per Piece),1.08
1/8/2018,Roti Prata (Plain) (Per Piece),1.08
1/9/2018,Roti Prata (Plain) (Per Piece),1.08
1/10/2018,Roti Prata (Plain) (Per Piece),1.08
1/11/2018,Roti Prata (Plain) (Per Piece),1.08
1/12/2018,Roti Prata (Plain) (Per Piece),1.09
1/1/2019,Roti Prata (Plain) (Per Piece),1.09
1/2/2019,Roti Prata (Plain) (Per Piece),1.08
1/3/2019,Roti Prata (Plain) (Per Piece),1.09
1/4/2019,Roti Prata (Plain) (Per Piece),1.09
1/5/2019,Roti Prata (Plain) (Per Piece),1.09
1/6/2019,Roti Prata (Plain) (Per Piece),1.09
1/7/2019,Roti Prata (Plain) (Per Piece),1.09
1/8/2019,Roti Prata (Plain) (Per Piece),1.09
1/9/2019,Roti Prata (Plain) (Per Piece),1.09
1/10/2019,Roti Prata (Plain) (Per Piece),1.09
1/11/2019,Roti Prata (Plain) (Per Piece),1.09
1/12/2019,Roti Prata (Plain) (Per Piece),1.09
1/1/2020,Roti Prata (Plain) (Per Piece),1.1
1/2/2020,Roti Prata (Plain) (Per Piece),1.1
1/3/2020,Roti Prata (Plain) (Per Piece),1.11
1/4/2020,Roti Prata (Plain) (Per Piece),1.11
1/5/2020,Roti Prata (Plain) (Per Piece),1.11
1/6/2020,Roti Prata (Plain) (Per Piece),1.1
1/7/2020,Roti Prata (Plain) (Per Piece),1.1
1/8/2020,Roti Prata (Plain) (Per Piece),1.1
1/9/2020,Roti Prata (Plain) (Per Piece),1.1
1/10/2020,Roti Prata (Plain) (Per Piece),1.11
1/11/2020,Roti Prata (Plain) (Per Piece),1.11
1/12/2020,Roti Prata (Plain) (Per Piece),1.11
1/1/2021,Roti Prata (Plain) (Per Piece),1.11
1/2/2021,Roti Prata (Plain) (Per Piece),1.11
1/3/2021,Roti Prata (Plain) (Per Piece),1.11
1/4/2021,Roti Prata (Plain) (Per Piece),1.11
1/5/2021,Roti Prata (Plain) (Per Piece),1.12
1/6/2021,Roti Prata (Plain) (Per Piece),1.12
1/7/2021,Roti Prata (Plain) (Per Piece),1.12
1/8/2021,Roti Prata (Plain) (Per Piece),1.12
1/9/2021,Roti Prata (Plain) (Per Piece),1.12
1/10/2021,Roti Prata (Plain) (Per Piece),1.12
1/11/2021,Roti Prata (Plain) (Per Piece),1.12
1/12/2021,Roti Prata (Plain) (Per Piece),1.12
1/1/2022,Roti Prata (Plain) (Per Piece),1.13
1/2/2022,Roti Prata (Plain) (Per Piece),1.13
1/3/2022,Roti Prata (Plain) (Per Piece),1.17
1/4/2022,Roti Prata (Plain) (Per Piece),1.18
1/5/2022,Roti Prata (Plain) (Per Piece),1.18
1/6/2022,Roti Prata (Plain) (Per Piece),1.21
1/7/2022,Roti Prata (Plain) (Per Piece),1.22
1/8/2022,Roti Prata (Plain) (Per Piece),1.22
1/9/2022,Roti Prata (Plain) (Per Piece),1.23
1/10/2022,Roti Prata (Plain) (Per Piece),1.23
1/11/2022,Roti Prata (Plain) (Per Piece),1.24
1/12/2022,Roti Prata (Plain) (Per Piece),1.26
1/1/2014,Premium Thai Rice (Per 5 Kilogram),12.72
1/2/2014,Premium Thai Rice (Per 5 Kilogram),12.57
1/3/2014,Premium Thai Rice (Per 5 Kilogram),12.92
1/4/2014,Premium Thai Rice (Per 5 Kilogram),12.85
1/5/2014,Premium Thai Rice (Per 5 Kilogram),13.32
1/6/2014,Premium Thai Rice (Per 5 Kilogram),13.12
1/7/2014,Premium Thai Rice (Per 5 Kilogram),13.37
1/8/2014,Premium Thai Rice (Per 5 Kilogram),12.82
1/9/2014,Premium Thai Rice (Per 5 Kilogram),13.23
1/10/2014,Premium Thai Rice (Per 5 Kilogram),13.22
1/11/2014,Premium Thai Rice (Per 5 Kilogram),13.34
1/12/2014,Premium Thai Rice (Per 5 Kilogram),13.31
1/1/2015,Premium Thai Rice (Per 5 Kilogram),13.45
1/2/2015,Premium Thai Rice (Per 5 Kilogram),12.74
1/3/2015,Premium Thai Rice (Per 5 Kilogram),13.14
1/4/2015,Premium Thai Rice (Per 5 Kilogram),12.99
1/5/2015,Premium Thai Rice (Per 5 Kilogram),13.07
1/6/2015,Premium Thai Rice (Per 5 Kilogram),13.03
1/7/2015,Premium Thai Rice (Per 5 Kilogram),13.21
1/8/2015,Premium Thai Rice (Per 5 Kilogram),12.73
1/9/2015,Premium Thai Rice (Per 5 Kilogram),12.75
1/10/2015,Premium Thai Rice (Per 5 Kilogram),13.18
1/11/2015,Premium Thai Rice (Per 5 Kilogram),13.31
1/12/2015,Premium Thai Rice (Per 5 Kilogram),13.28
1/1/2016,Premium Thai Rice (Per 5 Kilogram),13.18
1/2/2016,Premium Thai Rice (Per 5 Kilogram),12.8
1/3/2016,Premium Thai Rice (Per 5 Kilogram),13.33
1/4/2016,Premium Thai Rice (Per 5 Kilogram),13.36
1/5/2016,Premium Thai Rice (Per 5 Kilogram),13.15
1/6/2016,Premium Thai Rice (Per 5 Kilogram),13.1
1/7/2016,Premium Thai Rice (Per 5 Kilogram),12.89
1/8/2016,Premium Thai Rice (Per 5 Kilogram),12.95
1/9/2016,Premium Thai Rice (Per 5 Kilogram),13.34
1/10/2016,Premium Thai Rice (Per 5 Kilogram),13.31
1/11/2016,Premium Thai Rice (Per 5 Kilogram),13.17
1/12/2016,Premium Thai Rice (Per 5 Kilogram),12.92
1/1/2017,Premium Thai Rice (Per 5 Kilogram),12.87
1/2/2017,Premium Thai Rice (Per 5 Kilogram),13.05
1/3/2017,Premium Thai Rice (Per 5 Kilogram),13.3
1/4/2017,Premium Thai Rice (Per 5 Kilogram),13.37
1/5/2017,Premium Thai Rice (Per 5 Kilogram),13.17
1/6/2017,Premium Thai Rice (Per 5 Kilogram),12.98
1/7/2017,Premium Thai Rice (Per 5 Kilogram),13.06
1/8/2017,Premium Thai Rice (Per 5 Kilogram),12.75
1/9/2017,Premium Thai Rice (Per 5 Kilogram),12.61
1/10/2017,Premium Thai Rice (Per 5 Kilogram),13.15
1/11/2017,Premium Thai Rice (Per 5 Kilogram),13.19
1/12/2017,Premium Thai Rice (Per 5 Kilogram),12.65
1/1/2018,Premium Thai Rice (Per 5 Kilogram),12.68
1/2/2018,Premium Thai Rice (Per 5 Kilogram),12.38
1/3/2018,Premium Thai Rice (Per 5 Kilogram),12.82
1/4/2018,Premium Thai Rice (Per 5 Kilogram),12.95
1/5/2018,Premium Thai Rice (Per 5 Kilogram),13.16
1/6/2018,Premium Thai Rice (Per 5 Kilogram),13.2
1/7/2018,Premium Thai Rice (Per 5 Kilogram),13.22
1/8/2018,Premium Thai Rice (Per 5 Kilogram),13.12
1/9/2018,Premium Thai Rice (Per 5 Kilogram),13.25
1/10/2018,Premium Thai Rice (Per 5 Kilogram),13.27
1/11/2018,Premium Thai Rice (Per 5 Kilogram),13.34
1/12/2018,Premium Thai Rice (Per 5 Kilogram),13.28
1/1/2019,Premium Thai Rice (Per 5 Kilogram),13.21
1/2/2019,Premium Thai Rice (Per 5 Kilogram),12.96
1/3/2019,Premium Thai Rice (Per 5 Kilogram),13.26
1/4/2019,Premium Thai Rice (Per 5 Kilogram),13.22
1/5/2019,Premium Thai Rice (Per 5 Kilogram),13.59
1/6/2019,Premium Thai Rice (Per 5 Kilogram),13.74
1/7/2019,Premium Thai Rice (Per 5 Kilogram),13.23
1/8/2019,Premium Thai Rice (Per 5 Kilogram),13.25
1/9/2019,Premium Thai Rice (Per 5 Kilogram),13.68
1/10/2019,Premium Thai Rice (Per 5 Kilogram),13.57
1/11/2019,Premium Thai Rice (Per 5 Kilogram),13.72
1/12/2019,Premium Thai Rice (Per 5 Kilogram),13.64
1/1/2020,Premium Thai Rice (Per 5 Kilogram),13.05
1/2/2020,Premium Thai Rice (Per 5 Kilogram),13.79
1/3/2020,Premium Thai Rice (Per 5 Kilogram),13.68
1/4/2020,Premium Thai Rice (Per 5 Kilogram),14.08
1/5/2020,Premium Thai Rice (Per 5 Kilogram),14.1
1/6/2020,Premium Thai Rice (Per 5 Kilogram),14
1/7/2020,Premium Thai Rice (Per 5 Kilogram),13.9
1/8/2020,Premium Thai Rice (Per 5 Kilogram),13.9
1/9/2020,Premium Thai Rice (Per 5 Kilogram),13.79
1/10/2020,Premium Thai Rice (Per 5 Kilogram),13.57
1/11/2020,Premium Thai Rice (Per 5 Kilogram),13.56
1/12/2020,Premium Thai Rice (Per 5 Kilogram),13.54
1/1/2021,Premium Thai Rice (Per 5 Kilogram),13.38
1/2/2021,Premium Thai Rice (Per 5 Kilogram),13.47
1/3/2021,Premium Thai Rice (Per 5 Kilogram),13.6
1/4/2021,Premium Thai Rice (Per 5 Kilogram),13.61
1/5/2021,Premium Thai Rice (Per 5 Kilogram),13.54
1/6/2021,Premium Thai Rice (Per 5 Kilogram),13.48
1/7/2021,Premium Thai Rice (Per 5 Kilogram),13.27
1/8/2021,Premium Thai Rice (Per 5 Kilogram),13.09
1/9/2021,Premium Thai Rice (Per 5 Kilogram),13.12
1/10/2021,Premium Thai Rice (Per 5 Kilogram),13.59
1/11/2021,Premium Thai Rice (Per 5 Kilogram),13.33
1/12/2021,Premium Thai Rice (Per 5 Kilogram),13.02
1/1/2022,Premium Thai Rice (Per 5 Kilogram),13.01
1/2/2022,Premium Thai Rice (Per 5 Kilogram),12.9
1/3/2022,Premium Thai Rice (Per 5 Kilogram),12.9
1/4/2022,Premium Thai Rice (Per 5 Kilogram),13.43
1/5/2022,Premium Thai Rice (Per 5 Kilogram),13.01
1/6/2022,Premium Thai Rice (Per 5 Kilogram),13.46
1/7/2022,Premium Thai Rice (Per 5 Kilogram),13.42
1/8/2022,Premium Thai Rice (Per 5 Kilogram),13.31
1/9/2022,Premium Thai Rice (Per 5 Kilogram),12.98
1/10/2022,Premium Thai Rice (Per 5 Kilogram),12.93
1/11/2022,Premium Thai Rice (Per 5 Kilogram),13.28
1/12/2022,Premium Thai Rice (Per 5 Kilogram),13.23
1/1/2014,Potatoes (Per Kilogram),1.88
1/2/2014,Potatoes (Per Kilogram),1.87
1/3/2014,Potatoes (Per Kilogram),1.92
1/4/2014,Potatoes (Per Kilogram),1.94
1/5/2014,Potatoes (Per Kilogram),1.96
1/6/2014,Potatoes (Per Kilogram),1.93
1/7/2014,Potatoes (Per Kilogram),1.96
1/8/2014,Potatoes (Per Kilogram),1.97
1/9/2014,Potatoes (Per Kilogram),2
1/10/2014,Potatoes (Per Kilogram),2
1/11/2014,Potatoes (Per Kilogram),2
1/12/2014,Potatoes (Per Kilogram),1.97
1/1/2015,Potatoes (Per Kilogram),1.97
1/2/2015,Potatoes (Per Kilogram),2
1/3/2015,Potatoes (Per Kilogram),1.98
1/4/2015,Potatoes (Per Kilogram),1.94
1/5/2015,Potatoes (Per Kilogram),1.95
1/6/2015,Potatoes (Per Kilogram),1.96
1/7/2015,Potatoes (Per Kilogram),1.96
1/8/2015,Potatoes (Per Kilogram),1.97
1/9/2015,Potatoes (Per Kilogram),2.03
1/10/2015,Potatoes (Per Kilogram),2
1/11/2015,Potatoes (Per Kilogram),1.99
1/12/2015,Potatoes (Per Kilogram),2.04
1/1/2016,Potatoes (Per Kilogram),2.05
1/2/2016,Potatoes (Per Kilogram),2.02
1/3/2016,Potatoes (Per Kilogram),2.01
1/4/2016,Potatoes (Per Kilogram),2
1/5/2016,Potatoes (Per Kilogram),2
1/6/2016,Potatoes (Per Kilogram),2.05
1/7/2016,Potatoes (Per Kilogram),2.07
1/8/2016,Potatoes (Per Kilogram),2.11
1/9/2016,Potatoes (Per Kilogram),2.15
1/10/2016,Potatoes (Per Kilogram),2.15
1/11/2016,Potatoes (Per Kilogram),2.16
1/12/2016,Potatoes (Per Kilogram),2.12
1/1/2017,Potatoes (Per Kilogram),2.13
1/2/2017,Potatoes (Per Kilogram),2.13
1/3/2017,Potatoes (Per Kilogram),2.15
1/4/2017,Potatoes (Per Kilogram),2.13
1/5/2017,Potatoes (Per Kilogram),2.16
1/6/2017,Potatoes (Per Kilogram),2.19
1/7/2017,Potatoes (Per Kilogram),2.18
1/8/2017,Potatoes (Per Kilogram),2.19
1/9/2017,Potatoes (Per Kilogram),2.24
1/10/2017,Potatoes (Per Kilogram),2.24
1/11/2017,Potatoes (Per Kilogram),2.23
1/12/2017,Potatoes (Per Kilogram),2.23
1/1/2018,Potatoes (Per Kilogram),2.23
1/2/2018,Potatoes (Per Kilogram),2.18
1/3/2018,Potatoes (Per Kilogram),2.17
1/4/2018,Potatoes (Per Kilogram),2.17
1/5/2018,Potatoes (Per Kilogram),2.24
1/6/2018,Potatoes (Per Kilogram),2.25
1/7/2018,Potatoes (Per Kilogram),2.24
1/8/2018,Potatoes (Per Kilogram),2.27
1/9/2018,Potatoes (Per Kilogram),2.27
1/10/2018,Potatoes (Per Kilogram),2.26
1/11/2018,Potatoes (Per Kilogram),2.26
1/12/2018,Potatoes (Per Kilogram),2.25
1/1/2019,Potatoes (Per Kilogram),2.27
1/2/2019,Potatoes (Per Kilogram),2.27
1/3/2019,Potatoes (Per Kilogram),2.27
1/4/2019,Potatoes (Per Kilogram),2.28
1/5/2019,Potatoes (Per Kilogram),2.26
1/6/2019,Potatoes (Per Kilogram),2.26
1/7/2019,Potatoes (Per Kilogram),2.23
1/8/2019,Potatoes (Per Kilogram),2.23
1/9/2019,Potatoes (Per Kilogram),2.23
1/10/2019,Potatoes (Per Kilogram),2.27
1/11/2019,Potatoes (Per Kilogram),2.27
1/12/2019,Potatoes (Per Kilogram),2.27
1/1/2020,Potatoes (Per Kilogram),2.29
1/2/2020,Potatoes (Per Kilogram),2.33
1/3/2020,Potatoes (Per Kilogram),2.34
1/4/2020,Potatoes (Per Kilogram),2.35
1/5/2020,Potatoes (Per Kilogram),2.43
1/6/2020,Potatoes (Per Kilogram),2.43
1/7/2020,Potatoes (Per Kilogram),2.42
1/8/2020,Potatoes (Per Kilogram),2.41
1/9/2020,Potatoes (Per Kilogram),2.44
1/10/2020,Potatoes (Per Kilogram),2.46
1/11/2020,Potatoes (Per Kilogram),2.47
1/12/2020,Potatoes (Per Kilogram),2.53
1/1/2021,Potatoes (Per Kilogram),2.54
1/2/2021,Potatoes (Per Kilogram),2.64
1/3/2021,Potatoes (Per Kilogram),2.64
1/4/2021,Potatoes (Per Kilogram),2.66
1/5/2021,Potatoes (Per Kilogram),2.66
1/6/2021,Potatoes (Per Kilogram),2.59
1/7/2021,Potatoes (Per Kilogram),2.69
1/8/2021,Potatoes (Per Kilogram),2.7
1/9/2021,Potatoes (Per Kilogram),2.64
1/10/2021,Potatoes (Per Kilogram),2.64
1/11/2021,Potatoes (Per Kilogram),2.63
1/12/2021,Potatoes (Per Kilogram),2.61
1/1/2022,Potatoes (Per Kilogram),2.7
1/2/2022,Potatoes (Per Kilogram),2.67
1/3/2022,Potatoes (Per Kilogram),2.67
1/4/2022,Potatoes (Per Kilogram),2.64
1/5/2022,Potatoes (Per Kilogram),2.64
1/6/2022,Potatoes (Per Kilogram),2.64
1/7/2022,Potatoes (Per Kilogram),2.62
1/8/2022,Potatoes (Per Kilogram),2.65
1/9/2022,Potatoes (Per Kilogram),2.69
1/10/2022,Potatoes (Per Kilogram),2.68
1/11/2022,Potatoes (Per Kilogram),2.7
1/12/2022,Potatoes (Per Kilogram),2.72
1/1/2014,"Pork Rib Bones, Frozen (Per 500 Gram)",5.15
1/2/2014,"Pork Rib Bones, Frozen (Per 500 Gram)",5.08
1/3/2014,"Pork Rib Bones, Frozen (Per 500 Gram)",5.22
1/4/2014,"Pork Rib Bones, Frozen (Per 500 Gram)",5.06
1/5/2014,"Pork Rib Bones, Frozen (Per 500 Gram)",5.13
1/6/2014,"Pork Rib Bones, Frozen (Per 500 Gram)",5.19
1/7/2014,"Pork Rib Bones, Frozen (Per 500 Gram)",5.03
1/8/2014,"Pork Rib Bones, Frozen (Per 500 Gram)",4.93
1/9/2014,"Pork Rib Bones, Frozen (Per 500 Gram)",5.15
1/10/2014,"Pork Rib Bones, Frozen (Per 500 Gram)",5.13
1/11/2014,"Pork Rib Bones, Frozen (Per 500 Gram)",5.18
1/12/2014,"Pork Rib Bones, Frozen (Per 500 Gram)",5.13
1/1/2015,"Pork Rib Bones, Frozen (Per 500 Gram)",5.11
1/2/2015,"Pork Rib Bones, Frozen (Per 500 Gram)",5.14
1/3/2015,"Pork Rib Bones, Frozen (Per 500 Gram)",5.15
1/4/2015,"Pork Rib Bones, Frozen (Per 500 Gram)",5.11
1/5/2015,"Pork Rib Bones, Frozen (Per 500 Gram)",5.2
1/6/2015,"Pork Rib Bones, Frozen (Per 500 Gram)",5.1
1/7/2015,"Pork Rib Bones, Frozen (Per 500 Gram)",5.15
1/8/2015,"Pork Rib Bones, Frozen (Per 500 Gram)",3.89
1/9/2015,"Pork Rib Bones, Frozen (Per 500 Gram)",4.56
1/10/2015,"Pork Rib Bones, Frozen (Per 500 Gram)",5.25
1/11/2015,"Pork Rib Bones, Frozen (Per 500 Gram)",5.17
1/12/2015,"Pork Rib Bones, Frozen (Per 500 Gram)",4.75
1/1/2016,"Pork Rib Bones, Frozen (Per 500 Gram)",4.65
1/2/2016,"Pork Rib Bones, Frozen (Per 500 Gram)",4.79
1/3/2016,"Pork Rib Bones, Frozen (Per 500 Gram)",4.52
1/4/2016,"Pork Rib Bones, Frozen (Per 500 Gram)",4.52
1/5/2016,"Pork Rib Bones, Frozen (Per 500 Gram)",4.64
